rid,complete,start_time,end_time,duration,identifier,qpid,qsid,qhid,qkt6,qkt5,qkt1,qkt4,qkt3,qkt2,Qktcomp) Computational Logic
1606,COMPLETED,2009-09-14 17:19:35,2009-09-14 17:41:47,1332,13221021,309,DOQVOYDY,13221021,,,,,,1,2
1607,COMPLETED,2009-09-14 18:12:50,2009-09-17 07:59:59,222429,13611139,353,HYWKHPRI,13611139,,,2,,,,1
1608,COMPLETED,2009-09-14 18:23:47,2009-09-14 18:44:04,1217,30740034,627,PKOUPYNB,30740034,,,,,,1,2
1609,COMPLETED,2009-09-14 19:17:07,2009-09-14 20:31:23,4456,12650840,280,CQBJOYHD,12650840,,,,,,1,2
1610,COMPLETED,2009-09-14 19:52:00,2009-09-14 20:07:40,940,13130987,304,IRPCBSYR,13130987,,,,,1,,3
1611,COMPLETED,2009-09-14 21:51:00,2009-09-14 22:29:32,2312,13721182,378,MHLCDJKI,13721182,,,2,,,,1
1612,COMPLETED,2009-09-14 22:21:13,2009-09-14 23:31:37,4224,12540802,268,WGYNMQHW,12540802,1,,,,,,6
1613,COMPLETED,2009-09-14 23:19:33,2009-09-16 19:17:58,158305,13341070,325,OWXNEFPC,13341070,1,,,,,,6
1614,COMPLETED,2009-09-15 09:45:10,2009-09-29 12:28:33,1219403,14441434,456,YXKMXLVW,14441434,,,,,,1,2
1615,COMPLETED,2009-09-15 09:47:49,2009-09-15 10:05:20,1051,94710232,993,QYCSBRVR,94710232,,,,2,,,4
1616,COMPLETED,2009-09-15 10:01:49,2009-09-15 10:16:30,881,11430441,142,TPUKXUWH,11430441,,1,,,,,5
1617,COMPLETED,2009-09-15 10:25:04,2009-09-15 10:44:27,1163,30620028,624,DCJDSZEY,30620028,,1,,,,,5
1618,COMPLETED,2009-09-15 10:53:01,2009-09-15 10:59:15,374,13851236,401,HEITKSBE,13851236,,2,,,,,5
1619,COMPLETED,2009-09-15 11:15:20,2009-09-15 11:25:07,587,30310010,619,NIQKXYLL,30310010,,,,2,,,4
1620,COMPLETED,2009-09-15 11:50:20,2009-09-15 12:00:11,591,13551134,349,EDJYZQAT,13551134,,,,,,1,2
1621,COMPLETED,2009-09-15 12:43:04,2009-09-15 13:07:17,1453,42730125,718,YLJKNKUZ,42730125,,,1,,,,1
1622,COMPLETED,2009-09-15 13:44:32,2009-09-15 13:47:55,203,14731549,503,VBCYCQXC,14731549,,,,,,2,2
1623,COMPLETED,2009-09-15 14:09:21,2009-09-15 14:23:32,851,11920590,194,VVDICGEP,11920590,,,,,,,3
1624,COMPLETED,2009-09-15 14:16:26,2009-09-15 14:34:28,1082,14421421,454,CSJUEYMD,14421421,,,,2,,,4
1625,COMPLETED,2009-09-15 14:37:09,2009-10-14 14:21:54,2504685,55050241,827,WCLIJSAI,55050241,,,,,,2,2
1626,COMPLETED,2009-09-15 15:07:35,2009-09-15 15:41:58,2063,13821210,389,NYMLKJMS,13821210,,,,1,,,4
1627,COMPLETED,2009-09-15 15:14:10,2009-09-15 15:36:35,1345,15041648,532,RNCLLFUT,15041648,,2,,,,,5
1628,COMPLETED,2009-09-15 15:25:19,2009-09-15 15:41:37,978,12220689,226,NDOEDWQM,12220689,,1,,,,,5
1629,COMPLETED,2009-09-15 15:34:00,2009-09-15 16:12:42,2322,72210101,917,YKEWUIHJ,72210101,,,1,,,,1
1630,COMPLETED,2009-09-15 15:52:35,2009-09-15 16:14:13,1298,12210680,219,OFRVISDR,12210680,,,,2,,,4
1,DROPOUT,2009-09-15 16:32:59,,,*SURVEY EDITOR TESTRUN*,,,,,,,,1,,3
1631,COMPLETED,2009-09-15 16:37:49,2009-09-15 17:19:57,2528,13641151,361,UYOSUCBO,13641151,,,,,1,,3
1632,COMPLETED,2009-09-15 17:52:52,2009-09-15 18:12:53,1201,61220055,844,UQKCKKHJ,61220055,2,,,,,,6
1633,COMPLETED,2009-09-15 20:13:17,2009-09-15 20:34:48,1291,13631144,358,LLSECVLR,13631144,,,,,1,,3
1634,COMPLETED,2009-09-15 21:55:42,2009-09-15 22:10:24,882,13411078,327,AKIQQENS,13411078,,,1,,,,1
1635,COMPLETED,2009-09-15 22:51:55,2009-09-15 23:30:30,2315,11930595,196,EHUXHHXX,11930595,,,1,,,,1
1636,COMPLETED,2009-09-16 07:16:54,2009-09-16 07:34:12,1038,43030142,720,NPYJTRAL,43030142,,2,,,,,5
1637,COMPLETED,2009-09-16 10:09:00,2009-09-16 10:27:57,1137,13511103,340,VJUEZXND,13511103,,,,2,,,4
1638,COMPLETED,2009-09-16 12:15:39,2009-09-16 12:44:28,1729,43330156,722,JCJKMUXO,43330156,,,,,2,,3
1639,COMPLETED,2009-09-16 12:22:33,2009-09-16 12:43:04,1231,12120656,212,STDEHIBE,12120656,,,2,,,,1
1640,COMPLETED,2009-09-16 14:33:33,2009-09-16 14:48:28,895,91530069,975,DNHVIFKU,91530069,2,,,,,,6
1641,COMPLETED,2009-09-16 17:12:59,2009-09-16 17:17:57,298,12620818,275,ZPVUYDKV,12620818,,,,,1,,3
1642,COMPLETED,2009-09-16 18:26:32,2009-09-16 18:44:37,1085,20950045,546,ZTSXBVLZ,20950045,,,,1,,,4
1643,COMPLETED,2009-09-16 18:30:34,2009-09-16 18:47:50,1036,81140053,939,NGRGLCCD,81140053,,,,2,,,4
1644,COMPLETED,2009-09-16 18:59:05,2009-09-16 19:17:44,1119,11150370,117,VFJNQDDS,11150370,,,,,2,,3
1645,COMPLETED,2009-09-16 19:02:36,2009-09-16 19:50:34,2878,12210686,224,VFPKUPVG,12210686,,1,,,,,5
1646,COMPLETED,2009-09-16 19:05:39,2009-09-16 19:24:55,1156,51750080,776,RIFJZZDI,51750080,,,1,,,,1
1647,COMPLETED,2009-09-16 19:29:06,2009-09-16 19:54:06,1500,11250403,131,COIUEWHF,11250403,,,,,1,,3
1648,COMPLETED,2009-09-16 20:36:42,2009-09-16 20:43:44,422,13531116,344,IBTRQVII,13531116,2,,,,,,6
1649,COMPLETED,2009-09-16 21:56:16,2009-09-16 22:21:15,1499,11420437,140,YPIHSZBL,11420437,,,,2,,,4
1650,COMPLETED,2009-09-16 21:58:04,2009-09-16 22:14:33,989,71630074,914,ETPGYSSH,71630074,,2,,,,,5
1651,COMPLETED,2009-09-16 22:44:28,2009-09-21 20:04:18,422390,11220382,125,HKIHFMBF,11220382,,,,,1,,3
1652,COMPLETED,2009-09-16 22:54:33,2009-09-16 23:53:29,3536,14651533,496,JOGAGDMQ,14651533,,,,,,2,2
1653,COMPLETED,2009-09-17 01:41:47,2009-09-17 02:22:04,2417,14541472,472,YJYBGIOX,14541472,,,,,,2,2
1654,DROPOUT,2009-09-17 08:42:31,,,13120982,302,ZCGGXWJF,13120982,,,,,,,
1655,COMPLETED,2009-09-17 15:20:19,2009-09-17 15:33:06,767,13110981,301,CTWVMCBD,13110981,,,,2,,,4
1656,COMPLETED,2009-09-17 16:04:02,2009-09-17 16:27:53,1431,41150054,703,MFWNLYNG,41150054,,,,2,,,4
1657,COMPLETED,2009-09-17 18:30:35,2009-09-17 18:49:23,1128,11720533,171,WVWVJWEC,11720533,1,,,,,,6
1658,COMPLETED,2009-09-17 20:19:34,2009-09-17 20:36:08,994,20430017,539,YDHXRPWO,20430017,,,,2,,,4
1659,COMPLETED,2009-09-17 20:29:55,2009-09-17 21:07:08,2233,14231357,444,MDIFHEEY,14231357,,,,,,2,2
1660,COMPLETED,2009-09-17 20:32:56,2009-09-17 20:53:00,1204,14531465,470,PPFQHHDF,14531465,,,1,,,,1
1661,COMPLETED,2009-09-17 21:58:04,2009-09-17 22:09:01,657,11050344,100,TFSITARG,11050344,,,2,,,,1
1662,COMPLETED,2009-09-17 22:15:44,2009-09-17 23:14:51,3547,14951624,526,YFPGMZXM,14951624,,2,,,,,5
1663,COMPLETED,2009-09-18 08:01:14,2009-10-05 06:13:04,1462310,22750129,574,SKBFHLDA,22750129,,,,,1,,3
1664,COMPLETED,2009-09-18 08:35:26,2009-09-18 08:56:06,1240,14621509,484,QWMYGUXD,14621509,,,,,1,,3
1665,COMPLETED,2009-09-18 11:56:52,2009-09-19 19:41:10,114258,12150679,218,RUKIQAJM,12150679,2,,,,,,6
1666,COMPLETED,2009-09-18 12:41:09,2009-09-18 13:09:17,1688,44740228,752,CLOXMGVV,44740228,2,,,,,,6
1667,COMPLETED,2009-09-18 13:24:19,2009-09-18 13:46:35,1336,11320412,133,PCNDDWBV,11320412,,,1,,,,1
1668,COMPLETED,2009-09-18 13:54:32,2009-09-18 14:21:36,1624,12610814,273,EMMZKOHE,12610814,,,,1,,,4
1669,COMPLETED,2009-09-18 13:56:58,2009-09-20 13:23:54,170816,33340157,661,STPHEWEF,33340157,,1,,,,,5
1670,COMPLETED,2009-09-18 15:27:26,2009-09-21 23:32:56,288330,94430215,990,JYNQYVHW,94430215,2,,,,,,6
1671,COMPLETED,2009-09-18 15:39:19,2009-09-18 16:07:19,1680,61110050,840,VQKETLHP,61110050,,,,,1,,3
1672,COMPLETED,2009-09-18 16:26:38,2009-09-18 17:28:13,3695,33640169,668,DOXWMEOH,33640169,,,,,2,,3
1673,COMPLETED,2009-09-18 19:40:07,2009-09-18 19:59:07,1140,13421704,894,TDQBOHOF,13421704,,1,,,,,5
1674,COMPLETED,2009-09-18 20:40:11,2009-09-18 20:52:06,715,13811205,386,XUJVVITT,13811205,,1,,,,,5
1675,COMPLETED,2009-09-18 21:57:25,2009-09-18 22:32:35,2110,11210378,123,SKPCDNIE,11210378,,,,,,2,2
1676,COMPLETED,2009-09-18 23:06:16,2009-09-18 23:29:19,1383,10330076,32,AQMZQIFL,10330076,2,,,,,,6
1677,COMPLETED,2009-09-18 23:14:40,2009-09-18 23:28:04,804,11310406,132,PEIJYEJA,11310406,,,,,2,,3
1678,COMPLETED,2009-09-19 15:16:10,2009-09-19 15:33:04,1014,21030049,548,MKXQODUQ,21030049,,,2,,,,1
1679,COMPLETED,2009-09-19 15:57:14,2009-09-19 16:15:17,1083,64940236,888,GWNSRDXK,64940236,,,,,1,,3
1680,COMPLETED,2009-09-19 15:59:10,2009-09-19 16:17:40,1110,24320203,598,VHSWNRXD,24320203,,1,,,,,5
1681,COMPLETED,2009-09-19 17:41:50,2009-09-19 17:50:56,546,14451446,462,QFKTEMLJ,14451446,,,,1,,,4
1682,COMPLETED,2009-09-19 18:10:09,2009-09-19 18:30:00,1191,42520116,716,YHMINDDN,42520116,,,,2,,,4
1683,COMPLETED,2009-09-19 19:27:49,2009-09-19 19:33:01,312,22850134,577,QNYLTNDB,22850134,2,,,,,,6
1684,COMPLETED,2009-09-19 19:54:45,2009-09-19 20:09:21,876,11710525,170,XDIWMJQB,11710525,,,,1,,,4
1685,COMPLETED,2009-09-19 23:52:37,2009-09-20 00:11:43,1146,33440161,664,JHKAQBGB,33440161,,,,2,,,4
1686,COMPLETED,2009-09-20 08:42:30,2009-09-20 08:48:32,362,12240705,235,HIPJQMFL,12240705,1,,,,,,6
1687,COMPLETED,2009-09-20 09:35:43,2009-09-20 09:55:28,1185,13551130,346,ZSRBNQOQ,13551130,,,,2,,,4
1688,DROPOUT,2009-09-20 10:53:47,,,12430760,252,BJFQHVHE,12430760,,,,,,,
1689,COMPLETED,2009-09-20 11:07:01,2009-09-20 11:29:55,1374,13251038,317,ZOTVRCVF,13251038,,,2,,,,1
1690,COMPLETED,2009-09-20 11:25:13,2009-09-20 11:50:35,1522,11830571,188,FWBICTDH,11830571,2,,,,,,6
1691,COMPLETED,2009-09-20 11:46:48,2009-09-20 12:43:01,3373,11650514,167,NTFPHEPS,11650514,2,,,,,,6
1692,COMPLETED,2009-09-20 13:10:21,2009-09-20 13:32:25,1324,12620819,276,YCZIWHFK,12620819,,,,,1,,3
1693,COMPLETED,2009-09-20 13:28:25,2009-09-20 15:14:05,6340,11630498,163,KSFMWYVT,11630498,2,,,,,,6
1694,COMPLETED,2009-09-20 13:36:02,2009-09-20 13:52:10,968,34350205,680,IFMQRTJB,34350205,,,,,,2,2
1695,COMPLETED,2009-09-20 14:12:46,2009-09-30 21:28:28,890142,11810555,180,JSKBPLFC,11810555,,,,,2,,3
1696,COMPLETED,2009-09-20 14:14:02,2009-09-20 14:28:16,854,11530472,153,WMPBUJCH,11530472,,,,2,,,4
1697,COMPLETED,2009-09-20 19:45:43,2009-09-20 19:55:32,589,10440123,46,JBEQDVTM,10440123,2,,,,,,6
1698,COMPLETED,2009-09-20 19:54:54,2009-09-20 20:09:45,891,10620187,57,MJTTULGS,10620187,,,,,1,,3
1699,COMPLETED,2009-09-20 20:21:49,2009-09-20 20:44:14,1345,45040241,757,GZZUVRFV,45040241,,,2,,,,1
1700,COMPLETED,2009-09-20 20:52:56,2009-09-20 21:18:36,1540,10440118,43,JJXVRMJH,10440118,,1,,,,,5
1701,COMPLETED,2009-09-20 23:33:53,2009-09-21 00:11:10,2237,12240703,234,KYCOKRLM,12240703,,1,,,,,5
1702,COMPLETED,2009-09-21 06:14:12,2009-09-21 07:13:34,3562,13221024,312,VQQYVBGQ,13221024,,,,,2,,3
1703,COMPLETED,2009-09-21 09:15:06,2009-09-21 09:33:54,1128,14911606,519,RFHMIZRP,14911606,,,,,1,,3
1704,COMPLETED,2009-09-21 10:58:19,2009-09-21 12:36:00,5861,44530213,742,SUYSLAGJ,44530213,,1,,,,,5
1705,COMPLETED,2009-09-21 11:01:03,2009-09-21 17:35:46,23683,11940597,197,CFXEGMBL,11940597,,,,,,2,2
1706,COMPLETED,2009-09-21 11:40:32,2009-09-26 23:30:55,474623,14041689,892,HJCLRBMT,14041689,,,1,,,,1
1707,COMPLETED,2009-09-21 13:59:54,2009-09-21 14:35:40,2146,62020090,856,JURRMKUU,62020090,,1,,,,,5
1708,COMPLETED,2009-09-21 20:45:41,2009-09-21 21:05:26,1185,12830897,295,XIWFCVGN,12830897,,,1,,,,1
1709,COMPLETED,2009-09-21 22:13:22,2009-09-21 22:31:31,1089,14441436,457,MERVYHRN,14441436,,,,1,,,4
1710,COMPLETED,2009-09-22 01:14:46,2009-09-22 01:36:27,1301,24350206,599,GOOQGDNH,24350206,,,,1,,,4
1711,COMPLETED,2009-09-22 08:24:22,2009-09-22 08:36:57,755,82610118,950,OJDGOUXL,82610118,,2,,,,,5
1712,COMPLETED,2009-09-22 08:33:31,2009-09-22 08:43:04,573,13341068,323,PRNESNDH,13341068,,,,,,2,2
1713,COMPLETED,2009-09-22 08:37:11,2009-09-22 08:52:59,948,72320107,918,KYHXIRPH,72320107,,,1,,,,1
1714,COMPLETED,2009-09-22 10:20:18,2009-09-22 10:51:40,1882,12730858,288,MNTPGKMZ,12730858,1,,,,,,6
1715,COMPLETED,2009-09-22 13:53:26,2009-09-22 14:18:16,1490,13611137,351,MDTEDEFC,13611137,,,,,,2,2
1716,COMPLETED,2009-09-22 15:34:52,2009-09-22 15:55:46,1254,42650122,717,UHXBUOCQ,42650122,1,,,,,,6
1717,COMPLETED,2009-09-22 17:11:13,2009-09-22 17:21:27,614,11730535,173,JSERKSCE,11730535,,,,,,1,2
1718,COMPLETED,2009-09-22 18:00:39,2009-09-22 18:31:34,1855,13711163,367,YJFQYKXV,13711163,,,1,,,,1
1719,COMPLETED,2009-09-22 18:01:37,2009-09-22 18:25:01,1404,13231031,314,KIECGNFM,13231031,,1,,,,,5
1720,COMPLETED,2009-09-22 18:21:58,2009-09-22 18:38:57,1019,63240150,868,UBZTZYRW,63240150,,,,2,,,4
1721,COMPLETED,2009-09-22 18:41:37,2009-09-25 16:13:59,250342,12350748,245,XXRROIQV,12350748,,2,,,,,5
1722,COMPLETED,2009-09-22 18:44:22,2009-09-22 19:20:59,2197,53420157,794,JXVPVXBS,53420157,,2,,,,,5
1723,COMPLETED,2009-09-22 19:00:27,2009-09-22 19:08:34,487,71150054,911,ERWKRXXP,71150054,2,,,,,,6
1724,COMPLETED,2009-09-22 19:15:45,2009-09-22 19:36:13,1228,44540217,746,MJWTFDCI,44540217,,,1,,,,1
1725,COMPLETED,2009-09-22 20:14:30,2009-09-22 20:28:11,821,11340423,136,UWDBUBHG,11340423,,,,2,,,4
1726,COMPLETED,2009-09-22 21:35:24,2009-09-22 21:48:38,794,11120358,108,BIZXUBGK,11120358,2,,,,,,6
1727,COMPLETED,2009-09-22 21:49:46,2009-09-22 22:24:49,2103,12240701,233,JWVSIRKN,12240701,,2,,,,,5
1728,COMPLETED,2009-09-22 21:58:26,2009-09-22 22:15:03,997,81650076,944,HXKKVWDB,81650076,1,,,,,,6
1729,COMPLETED,2009-09-23 08:43:30,2009-09-23 09:22:33,2343,21650077,560,REFGCCEL,21650077,,,,,,2,2
1730,COMPLETED,2009-09-23 09:23:54,2009-09-23 17:27:47,29033,64520212,882,TIXIBONE,64520212,,1,,,,,5
1731,COMPLETED,2009-09-23 11:26:11,2009-09-23 19:35:49,29378,34230198,677,BNGYNGLB,34230198,,,1,,,,1
1732,COMPLETED,2009-09-23 13:15:04,2009-09-27 19:32:51,368267,11730538,175,RODFTUJL,11730538,,2,,,,,5
1733,COMPLETED,2009-09-23 13:19:42,2009-09-23 13:34:30,888,12130657,213,DXOUIMGL,12130657,,1,,,,,5
1,DROPOUT,2009-09-23 17:14:03,,,*SURVEY EDITOR TESTRUN*,,,,,,,,,,
1734,COMPLETED,2009-09-23 17:16:13,2009-09-23 17:40:48,1475,10440122,45,OKIMBANV,10440122,,,,,2,,3
1,DROPOUT,2009-09-23 17:16:59,,,*SURVEY EDITOR TESTRUN*,,,,,,,,,,
1735,COMPLETED,2009-09-23 17:56:32,2009-09-23 20:06:19,7787,24040191,592,CHJFGTMT,24040191,,1,,,,,5
1736,COMPLETED,2009-09-23 17:57:04,2009-09-23 19:06:59,4195,10410096,39,ELLVBHHM,10410096,,,,,1,,3
1737,COMPLETED,2009-09-23 18:46:05,2009-09-23 19:10:54,1489,70520021,902,FKOTFHHF,70520021,,,,,,2,2
1738,COMPLETED,2009-09-23 19:30:43,2009-09-23 20:03:47,1984,82210100,945,BCICMYEH,82210100,,,,,1,,3
1739,COMPLETED,2009-09-23 19:36:42,2009-09-23 20:00:38,1436,14611495,479,YSXFAUPS,14611495,,,1,,,,1
1740,COMPLETED,2009-09-23 19:39:49,2009-09-23 19:55:50,961,94940244,995,QQJDRCFV,94940244,,,,,,1,2
1741,COMPLETED,2009-09-23 19:56:57,2009-09-23 20:17:49,1252,11530467,150,CKPEEESY,11530467,,1,,,,,5
1742,COMPLETED,2009-09-23 20:32:08,2009-09-23 20:57:25,1517,15051653,534,IYFTHNOY,15051653,,,,,2,,3
1743,COMPLETED,2009-09-23 23:29:15,2009-09-23 23:53:22,1447,74220208,928,GVXLYNJK,74220208,1,,,,,,6
1744,COMPLETED,2009-09-24 00:04:14,2009-09-24 00:28:12,1438,14321380,447,WBNUOKTL,14321380,,,1,,,,1
1745,COMPLETED,2009-09-24 08:20:44,2009-09-24 09:13:12,3148,13651158,366,VREKQBLX,13651158,,,,,,1,2
1746,COMPLETED,2009-09-24 12:52:20,2009-09-24 13:13:50,1290,63140144,866,NHSXYRWI,63140144,,,1,,,,1
1747,COMPLETED,2009-09-24 13:15:08,2009-09-24 15:28:28,8000,13721170,370,GMRNUXBC,13721170,,,,,1,,3
1748,COMPLETED,2009-09-24 20:41:18,2009-09-24 21:03:42,1344,14111308,423,TRMIGLSR,14111308,,,,,2,,3
1749,COMPLETED,2009-09-24 20:51:24,2009-09-24 21:12:30,1266,22240105,570,ZYNPZKOH,22240105,2,,,,,,6
1750,COMPLETED,2009-09-24 21:36:36,2009-09-24 22:02:54,1578,94650231,992,CGFCVGKO,94650231,,,,2,,,4
1751,COMPLETED,2009-09-24 22:30:33,2009-09-24 23:08:32,2279,60120001,828,YUKIZTGL,60120001,,,,,1,,3
1752,COMPLETED,2009-09-24 23:12:07,2009-09-24 23:53:54,2507,14811563,509,IUNCLHEG,14811563,,,,,1,,3
1753,COMPLETED,2009-09-25 10:15:58,2009-09-25 11:03:04,2826,33630168,667,ASOEFFYE,33630168,,,,2,,,4
1754,COMPLETED,2009-09-25 11:20:23,2009-09-25 11:43:59,1416,14541483,477,BHOYLETF,14541483,,,,,1,,3
1755,COMPLETED,2009-09-25 14:46:41,2009-09-25 14:57:21,640,14441438,458,MYDXZPMC,14441438,,,,,1,,3
1756,COMPLETED,2009-09-25 15:19:46,2009-09-25 15:35:10,924,12130660,214,JXTWBGFX,12130660,,,,,,2,2
1757,COMPLETED,2009-09-25 15:29:01,2009-09-25 15:54:20,1519,12810877,292,QCQBFQNJ,12810877,,1,,,,,5
1,DROPOUT,2009-09-25 16:09:48,,,*SURVEY EDITOR TESTRUN*,,,,,,,,,,
1758,COMPLETED,2009-09-25 17:59:44,2009-09-25 18:20:37,1253,61250057,845,CTROSJWG,61250057,,1,,,,,5
1759,COMPLETED,2009-09-25 19:33:54,2009-09-25 19:54:34,1240,21040051,549,DVRQFSAU,21040051,,,,,,1,2
1760,COMPLETED,2009-09-25 20:25:39,2009-09-25 21:00:32,2093,14121310,425,WWCIVREL,14121310,,,,,1,,3
1761,COMPLETED,2009-09-25 22:51:53,2009-09-25 23:11:45,1192,14921607,520,MJQXPYBG,14921607,,,,,,1,2
1762,COMPLETED,2009-09-26 05:29:01,2009-09-26 05:40:43,702,10840257,78,NWLZFWEZ,10840257,,,,1,,,4
1763,COMPLETED,2009-09-26 07:52:15,2009-09-26 08:06:32,857,10820242,74,UTPJIDEA,10820242,2,,,,,,6
1764,COMPLETED,2009-09-26 07:58:57,2009-09-26 08:15:45,1008,42420110,714,OVONNLRR,42420110,2,,,,,,6
1765,COMPLETED,2009-09-26 09:58:21,2009-09-26 10:25:33,1632,12650841,281,ZOXQBFHS,12650841,,1,,,,,5
1766,COMPLETED,2009-09-26 10:35:49,2009-09-26 10:50:43,894,12450776,259,MSSCVIJD,12450776,,1,,,,,5
1767,COMPLETED,2009-09-26 13:05:57,2009-09-26 13:24:23,1106,13351072,326,JCEQYQWG,13351072,,1,,,,,5
1768,COMPLETED,2009-09-26 15:57:51,2009-09-29 23:30:14,286343,11510458,146,UKFTHTJE,11510458,,1,,,,,5
1769,COMPLETED,2009-09-26 17:58:10,2009-09-26 18:13:28,918,53140144,788,SHIPFBJB,53140144,,,,,1,,3
1770,COMPLETED,2009-09-26 20:07:35,2009-09-26 20:13:53,378,22120097,565,BDFIPPBY,22120097,,1,,,,,5
1771,COMPLETED,2009-09-26 20:20:43,2009-09-30 16:00:51,330008,62410109,861,CKOYHXVH,62410109,,,,,,2,2
1772,COMPLETED,2009-09-27 04:56:06,2009-09-27 05:28:08,1922,14011271,410,OHMGDAVW,14011271,,,,1,,,4
1773,COMPLETED,2009-09-27 05:24:23,2009-09-28 19:48:06,138223,10810237,73,NRNAULFV,10810237,,1,,,,,5
1774,COMPLETED,2009-09-27 08:58:21,2009-09-27 09:01:26,185,52320105,783,GJYYITPS,52320105,,,,,,1,2
1775,COMPLETED,2009-09-27 11:15:28,2009-09-27 11:20:47,319,44540216,745,DHOWKKIT,44540216,,,,,1,,3
1776,COMPLETED,2009-09-27 11:17:20,2009-09-27 11:40:29,1389,10330074,30,SSUZMLLL,10330074,,2,,,,,5
1777,COMPLETED,2009-09-27 11:26:09,2009-09-27 12:07:53,2504,11350426,138,NMJHBOBG,11350426,,,,,2,,3
1778,COMPLETED,2009-09-27 13:57:47,2009-09-27 14:24:59,1632,53630167,800,GOWZFIXM,53630167,,,1,,,,1
1779,COMPLETED,2009-09-27 14:26:43,2009-09-27 21:07:40,24057,24140196,595,PONJGUEI,24140196,,,,,,1,2
1780,COMPLETED,2009-09-27 15:47:17,2009-09-27 15:56:53,576,14141324,431,JJEKKILA,14141324,,,,,,2,2
1781,COMPLETED,2009-09-27 16:22:25,2009-09-27 16:41:00,1115,20510020,540,IVWUDYMV,20510020,,,,1,,,4
1782,COMPLETED,2009-09-27 16:40:41,2009-09-27 16:54:22,821,10750235,72,DFIXGJFC,10750235,,,,2,,,4
1783,COMPLETED,2009-09-27 17:03:47,2009-09-27 17:29:06,1519,12350746,244,XAPJMFZZ,12350746,,,1,,,,1
1784,COMPLETED,2009-09-27 17:26:27,2009-09-27 17:37:55,688,52330106,784,PVGXAVQO,52330106,2,,,,,,6
1785,COMPLETED,2009-09-27 17:34:53,2009-09-27 18:14:03,2350,14041685,891,QOZTPUMV,14041685,,,,,2,,3
1786,COMPLETED,2009-09-27 17:40:55,2009-09-27 19:22:00,6065,34910235,691,JTWXRSME,34910235,,2,,,,,5
1787,COMPLETED,2009-09-27 18:35:43,2009-09-27 19:05:35,1792,11250402,130,KKXMFYYL,11250402,,,1,,,,1
1788,COMPLETED,2009-09-27 18:54:27,2009-09-30 22:03:40,270553,14451444,461,WNIBHQEW,14451444,2,,,,,,6
1789,COMPLETED,2009-09-27 19:03:09,2009-09-30 19:02:53,259184,23410159,583,WJNOCPZS,23410159,,,,,,2,2
1790,COMPLETED,2009-09-27 19:43:52,2009-09-27 20:27:48,2636,14531464,469,VBERLYCZ,14531464,,,,,,2,2
1791,COMPLETED,2009-09-27 23:04:03,2009-09-28 22:57:19,85996,51020046,765,PEYRVYMN,51020046,,,,,,2,2
1792,COMPLETED,2009-09-28 03:29:37,2009-09-28 03:57:56,1699,14041296,417,SQLRRWPO,14041296,1,,,,,,6
1793,COMPLETED,2009-09-28 07:53:00,2009-09-28 10:21:38,8918,33520163,665,VTPLJNDW,33520163,,,,,,2,2
1794,COMPLETED,2009-09-28 11:37:37,2009-09-29 13:47:03,94166,30560025,623,UCDMNMXM,30560025,2,,,,,,6
1795,COMPLETED,2009-09-28 11:42:40,2009-09-28 12:04:44,1324,12230695,231,ODRHMWZR,12230695,2,,,,,,6
1796,COMPLETED,2009-09-28 11:45:12,2009-09-28 12:23:50,2318,13251040,318,UWCDTGXJ,13251040,,,,,1,,3
1797,COMPLETED,2009-09-28 11:55:57,2009-09-28 12:18:42,1365,54040188,804,XXPIKUHM,54040188,,,,,2,,3
1798,COMPLETED,2009-09-28 12:27:23,2009-09-28 12:47:22,1199,44540215,744,UVQMCHOX,44540215,1,,,,,,6
1799,COMPLETED,2009-09-28 12:34:11,2009-09-28 12:59:07,1496,92730126,981,FMSEQBEK,92730126,2,,,,,,6
1800,COMPLETED,2009-09-28 15:54:33,2009-09-28 16:15:08,1235,13411080,329,GCYPTXUK,13411080,,,,,,2,2
1801,COMPLETED,2009-09-28 17:20:27,2009-09-28 18:00:08,2381,13851234,400,MBPHQCZR,13851234,2,,,,,,6
1802,COMPLETED,2009-09-28 17:59:49,2009-09-28 19:00:40,3651,10250056,25,GLPYZVTA,10250056,,,2,,,,1
1803,COMPLETED,2009-09-28 18:43:43,2009-09-28 18:58:03,860,13521107,341,LVMKSTQC,13521107,,,,,,2,2
1804,COMPLETED,2009-09-28 19:22:06,2009-09-28 20:01:19,2353,10330075,31,DWFMDPVE,10330075,,1,,,,,5
1805,COMPLETED,2009-09-28 20:16:26,2009-09-28 20:46:33,1807,23830180,587,UXIUIBRI,23830180,,,,,1,,3
1806,COMPLETED,2009-09-28 20:27:48,2009-09-28 20:40:38,770,54020186,803,OEENKJQS,54020186,,1,,,,,5
1807,COMPLETED,2009-09-28 20:42:29,2009-09-28 21:34:25,3116,12530799,266,MLJABLJV,12530799,,,,,,1,2
1808,COMPLETED,2009-09-28 22:00:09,2009-09-28 22:10:10,601,12610815,274,KFZOJNGV,12610815,,,1,,,,1
1809,COMPLETED,2009-09-28 22:02:10,2009-09-28 23:03:43,3693,54350205,810,ONHCOALT,54350205,,,,2,,,4
1810,COMPLETED,2009-09-28 22:03:43,2009-09-28 22:35:54,1931,13651157,365,NQJDHSWF,13651157,,1,,,,,5
1811,COMPLETED,2009-09-28 23:58:51,2009-09-29 01:01:19,3748,75020247,936,CGREVZOK,75020247,,,,,1,,3
